Country,Year,TRD,EXP,IMP,DCPS,GDPC,FDIN,FDOF,POP,AGFF,MANF,PSAV,GOVE,GDPG,FDI,FIAI,FIDI,FIEI,FII,FMAI,FMDI,FMEI,FMI
Russia,2004,56.58,34.42,22.16,24.32,4102.36,2.61,2.33,144067316,4.9,15.22,7.77,40.3,7.2,0.47,0.39,0.12,0.43,0.33,0.57,0.39,0.82,0.59
Russia,2005,56.71,35.2,21.51,25.92,5323.46,2.03,2.34,143518814,4.26,15.68,11.65,36.27,6.4,0.5,0.43,0.1,0.5,0.37,0.58,0.42,0.85,0.61
Russia,2006,54.73,33.73,21,30.94,6920.2,3.8,3.03,143049637,3.86,15.29,19.32,38.54,8.2,0.54,0.5,0.11,0.48,0.39,0.68,0.44,0.88,0.66
Russia,2007,51.71,30.16,21.54,37.78,9101.24,4.3,3.45,142805114,3.78,15.11,18.84,42.23,8.5,0.56,0.59,0.13,0.45,0.43,0.65,0.46,0.87,0.66
Russia,2008,53.38,31.31,22.07,41.55,11635.28,4.5,3.35,142742366,3.75,14.93,20.19,41.75,5.2,0.54,0.69,0.12,0.29,0.43,0.55,0.59,0.74,0.63
Russia,2009,48.44,27.94,20.5,45.26,8562.82,2.99,3.54,142785349,4.08,12.9,17.06,38.28,-7.8,0.58,0.73,0.14,0.27,0.45,0.51,0.68,0.83,0.68
Russia,2010,50.36,29.22,21.14,42.84,10674.99,2.83,3.45,142849468,3.34,12.82,18.48,33.01,4.5,0.52,0.83,0.13,0.31,0.5,0.47,0.44,0.66,0.52
Russia,2011,48.04,28.06,19.98,41.7,14311.06,2.69,3.27,142960908,3.15,11.47,17.06,31.75,4.3,0.57,0.93,0.13,0.33,0.55,0.49,0.34,0.87,0.56
Russia,2012,47.15,26.91,20.24,43.91,15420.86,2.29,2.21,143201721,2.93,11.42,20.85,36.49,4.02,0.51,0.95,0.14,0.34,0.56,0.5,0.31,0.51,0.44
Russia,2013,46.29,25.85,20.44,48.02,15974.62,3.02,3.77,143506995,2.99,11.06,22.27,38.39,1.76,0.49,0.95,0.15,0.32,0.56,0.54,0.28,0.38,0.4
Russia,2014,47.8,27.11,20.69,54.83,14095.65,1.07,2.77,143819667,3.36,11.34,14.76,46.15,0.74,0.48,0.94,0.17,0.29,0.55,0.46,0.22,0.51,0.39
Russia,2015,49.36,28.7,20.66,55.95,9313.02,0.5,1.62,144096870,3.87,12.38,13.81,41.43,-1.97,0.46,0.89,0.17,0.27,0.53,0.47,0.3,0.37,0.38
Russia,2016,46.52,25.85,20.66,53.1,8704.89,2.55,1.75,144342397,3.84,11.7,15.24,39.52,0.19,0.51,0.85,0.17,0.59,0.6,0.47,0.38,0.32,0.39
Russia,2017,46.88,26.09,20.79,52.08,10720.33,1.81,2.33,144496739,3.55,12.31,24.29,45.24,1.83,0.47,0.84,0.18,0.48,0.57,0.45,0.31,0.29,0.35
Russia,2018,51.58,30.79,20.79,51.24,11287.35,0.53,1.89,144477859,3.39,12.82,27.36,49.05,2.81,0.47,0.81,0.17,0.57,0.58,0.48,0.26,0.32,0.35
Russia,2019,49.23,28.43,20.8,52.56,11536.26,1.89,1.29,144406261,3.53,12.97,25.94,52.86,2.2,0.48,0.8,0.18,0.58,0.58,0.5,0.29,0.28,0.36
Russia,2020,45.97,25.52,20.44,59.58,10194.44,0.63,0.39,144073139,4.01,13.4,22.64,49.52,-2.65,0.53,0.79,0.21,0.65,0.6,0.49,0.34,0.49,0.44
Russia,2021,50.56,29.89,20.66,54.41,12532.05,2.2,3.59,144130482,3.87,12.87,21.7,43.33,5.61,0.53,0.79,0.2,0.64,0.6,0.52,0.31,0.49,0.44
Saudi Arabia,1980,90.76,63.46,27.3,6.8,16176.2,-1.94,0.13,10171710,0.95,3.98,..,..,5.65,0.16,0.09,0.03,0.38,0.15,0.1,0.1,0.26,0.15
Saudi Arabia,1981,92.91,62.82,30.09,6.94,17258.65,3.53,0.01,10678211,0.97,4.73,..,..,1.94,0.16,0.09,0.03,0.38,0.15,0.1,0.11,0.27,0.16
Saudi Arabia,1982,89.85,50.73,39.12,9.55,13680.76,7.26,0.17,11201154,1.55,4.78,..,..,-20.73,0.21,0.12,0.04,0.43,0.19,0.14,0.15,0.37,0.22
Saudi Arabia,1983,86.15,38.47,47.68,12.74,10997.05,3.83,-0.03,11746020,2.11,6.14,..,..,-16.05,0.27,0.17,0.06,0.47,0.22,0.2,0.2,0.51,0.3
Saudi Arabia,1984,79.74,34.52,45.22,14.15,9717.42,4.05,0.07,12310361,2.7,7.57,..,..,-4.66,0.29,0.19,0.06,0.48,0.24,0.22,0.23,0.57,0.34
Saudi Arabia,1985,66.71,30.07,36.64,15.89,8060.2,0.47,0.04,12890245,3.6,7.78,..,..,-9.79,0.33,0.22,0.07,0.5,0.26,0.25,0.26,0.65,0.39
Saudi Arabia,1986,62.49,26.7,35.79,18.4,6449.59,1.11,0.11,13483349,4.84,7.51,..,..,17.01,0.38,0.25,0.08,0.51,0.28,0.3,0.31,0.78,0.46
Saudi Arabia,1987,67.99,30.86,37.13,18.32,6082.13,-1.37,0.01,14089798,5.61,8.81,..,..,-6.63,0.38,0.25,0.08,0.51,0.28,0.3,0.32,0.79,0.47
Saudi Arabia,1988,66.53,31.32,35.2,21.34,5998.22,-0.37,1.77,14713715,6.23,8.83,..,..,13.11,0.38,0.27,0.1,0.48,0.29,0.29,0.31,0.77,0.45
Saudi Arabia,1989,71.82,33.75,38.08,20.52,6210.05,-0.69,0.74,15353227,6.26,8.49,..,..,-0.5,0.38,0.28,0.09,0.57,0.31,0.27,0.29,0.71,0.42
Saudi Arabia,1990,71.71,40.33,31.37,14.82,7349.7,1.58,-0.54,16004763,5.64,8.3,..,..,15.19,0.32,0.25,0.07,0.58,0.29,0.22,0.23,0.58,0.34
Saudi Arabia,1991,74.7,38.31,36.39,14.87,7939.3,0.12,-0.1,16654276,5.37,8.28,..,..,15.01,0.31,0.25,0.07,0.6,0.3,0.2,0.21,0.51,0.3
Saudi Arabia,1992,75.09,39.11,35.99,16.76,7932.71,-0.06,0.14,17281350,5.54,8.76,..,..,3.99,0.3,0.24,0.07,0.6,0.29,0.19,0.2,0.5,0.29
Saudi Arabia,1993,67.81,34.35,33.45,20.47,7450.66,1.03,0.03,17846461,6,8.81,..,..,-1.36,0.31,0.26,0.09,0.59,0.31,0.2,0.2,0.51,0.3
Saudi Arabia,1994,60.07,34,26.07,22.36,7359.45,0.26,0.21,18367528,6.09,9.05,..,..,0.56,0.32,0.28,0.09,0.57,0.32,0.2,0.21,0.51,0.3
Saudi Arabia,1995,65.04,37.34,27.7,22.57,7588.76,-1.31,0.08,18888857,5.85,9.29,..,..,0.21,0.31,0.27,0.09,0.56,0.31,0.19,0.22,0.5,0.3
Saudi Arabia,1996,66.65,40.02,26.63,20.79,8174.14,-0.71,0.2,19410280,5.37,9.49,40.96,49.18,2.64,0.27,0.26,0.09,0.59,0.31,0.15,0.15,0.37,0.22
Saudi Arabia,1997,65.19,39.16,26.03,21.51,8323.83,1.83,0.2,19938377,5.35,9.77,..,..,1.1,0.29,0.25,0.09,0.67,0.33,0.15,0.19,0.37,0.24
Saudi Arabia,1998,56.09,29.63,26.46,29.19,7169.37,2.92,0.09,20472580,6.14,10.18,50.53,48.63,2.89,0.34,0.25,0.11,0.69,0.34,0.19,0.27,0.5,0.32
Saudi Arabia,1999,57.85,34.67,23.18,26.74,7697.27,-0.48,0.07,21009660,5.65,9.94,..,..,-3.76,0.33,0.23,0.1,0.69,0.33,0.19,0.26,0.48,0.31
Saudi Arabia,2000,68.17,43.41,24.76,24.24,8795.26,-0.99,0.82,21547390,4.9,9.23,55.56,47.54,5.63,0.35,0.23,0.09,0.69,0.32,0.22,0.29,0.57,0.36
Saudi Arabia,2001,63.56,39.63,23.93,27.09,8337.32,0.01,0.02,22085929,5.13,9.6,..,..,-1.21,0.34,0.25,0.11,0.51,0.29,0.23,0.31,0.61,0.38
Saudi Arabia,2002,64.59,40.95,23.64,28.95,8380.96,-0.32,1.07,22623415,5.04,9.88,46.56,44.86,-2.82,0.37,0.26,0.11,0.56,0.31,0.25,0.33,0.65,0.41
Saudi Arabia,2003,69.83,45.85,23.98,28.23,9321.8,-0.27,0.22,23150847,4.47,10.32,49.25,45.41,11.24,0.36,0.23,0.11,0.43,0.26,0.27,0.34,0.72,0.44
Saudi Arabia,2004,75.08,50.99,24.1,32.35,10935.02,-0.13,0.03,23661808,3.87,10.1,24.76,44.78,7.96,0.33,0.21,0.11,0.3,0.22,0.26,0.32,0.7,0.43
Saudi Arabia,2005,81.95,57.05,24.9,35.42,13462.76,1.34,-0.11,24397644,3.19,9.36,38.83,42.65,5.57,0.33,0.22,0.15,0.33,0.25,0.26,0.29,0.65,0.4
Saudi Arabia,2006,89.94,59.83,30.11,33.72,14848.6,1.59,-0.01,25382870,2.92,9.44,29.47,48.78,2.79,0.42,0.26,0.11,0.36,0.26,0.37,0.42,0.92,0.57
Saudi Arabia,2007,94.86,59.94,34.93,37.07,15756.19,1.48,-0.03,26400068,2.74,9.77,28.5,51.46,1.85,0.48,0.29,0.13,0.33,0.27,0.48,0.53,1,0.67
Saudi Arabia,2008,96.1,62.11,33.99,37.68,18944.86,1.06,0.67,27437353,2.29,8.81,32.21,53.4,6.25,0.47,0.31,0.11,0.33,0.27,0.43,0.5,1,0.64
Saudi Arabia,2009,84.86,47.09,37.77,45.63,15064.63,0.1,0.51,28483797,2.83,10.65,28.91,52.63,-2.06,0.49,0.33,0.14,0.32,0.29,0.41,0.57,1,0.66
Saudi Arabia,2010,82.55,49.57,32.98,39.16,17958.95,0.92,0.74,29411929,2.62,10.83,37.44,55.5,5.04,0.42,0.35,0.12,0.32,0.29,0.44,0.47,0.7,0.54
Saudi Arabia,2011,84.86,55.6,29.26,33.83,22441.57,0.69,0.51,30150945,2.16,9.93,31.28,44.55,10.99,0.45,0.35,0.1,0.32,0.28,0.4,0.42,1,0.6
Saudi Arabia,2012,82.85,53.84,29.01,36.05,24069.2,0.68,0.59,30821543,2.07,9.73,32.23,57.35,5.43,0.47,0.36,0.1,0.32,0.29,0.4,0.49,1,0.63
Saudi Arabia,2013,81.92,51.42,30.5,39.83,23945.51,0.45,0.66,31482498,2.17,9.9,32.7,57.35,2.85,0.47,0.37,0.12,0.32,0.3,0.4,0.48,0.96,0.62
Saudi Arabia,2014,79.56,46.25,33.31,43.7,23862.8,0.2,0.7,32125564,2.29,10.83,36.19,60.1,4.03,0.49,0.4,0.13,0.32,0.32,0.37,0.56,1,0.65
Saudi Arabia,2015,69.5,32.56,36.94,54.65,20442.37,0.59,0.81,32749848,2.77,12.83,23.81,59.52,4.69,0.51,0.42,0.16,0.27,0.33,0.39,0.6,1,0.67
Saudi Arabia,2016,59.91,30.16,29.75,56.28,19930.41,3.3,1.39,33416270,2.95,13.2,28.1,61.9,2.36,0.52,0.43,0.16,0.39,0.36,0.4,0.6,0.96,0.66
Saudi Arabia,2017,61.81,33.57,28.25,51.98,20910.48,0.14,1.14,34193122,2.87,13.29,23.81,60.95,-0.07,0.44,0.43,0.16,0.39,0.36,0.45,0.48,0.6,0.51
Saudi Arabia,2018,61.96,37.2,24.76,..,24175.58,1.43,2.27,35018133,2.48,12.57,23.11,64.29,2.76,0.42,0.42,0.15,0.34,0.34,0.45,0.42,0.57,0.48
Saudi Arabia,2019,60.2,34.09,26.11,..,23405.71,0.37,1.74,35827362,2.56,12.49,23.58,63.81,0.83,0.4,0.42,0.16,0.38,0.35,0.56,0.56,0.11,0.43
Saudi Arabia,2020,49.71,24.9,24.81,..,20398.06,0.22,0.74,35997107,2.96,12.64,23.58,56.19,-4.34,0.46,0.4,0.18,0.41,0.36,0.56,0.74,0.25,0.54
Saudi Arabia,2021,57.14,32.77,24.37,..,24315.62,2.64,2.82,35950396,2.68,13.21,24.53,68.1,4.33,0.44,0.36,0.17,0.45,0.35,0.55,0.69,0.25,0.52
South Africa,1980,56.51,31.87,24.64,50.09,3034.66,-0.01,0.84,29463549,5.3,22.81,..,..,6.62,0.24,0.12,0.37,0.5,0.35,0.07,0.18,0.11,0.13
South Africa,1981,52.19,25.2,26.99,53.92,3080.83,0.07,0.69,30232561,5.43,24.86,..,..,5.36,0.24,0.13,0.38,0.53,0.36,0.07,0.21,0.04,0.11
South Africa,1982,47.14,23.39,23.75,55.29,2769.1,0.38,-0.01,31022417,4.7,24.12,..,..,-0.38,0.25,0.13,0.39,0.54,0.37,0.08,0.23,0.04,0.12
South Africa,1983,40.26,21.77,18.49,58.84,3019.1,0.07,0.16,31865176,3.65,23.88,..,..,-1.85,0.26,0.13,0.39,0.56,0.38,0.08,0.22,0.05,0.13
South Africa,1984,43.39,22.5,20.89,61.76,2590.02,0.49,0.23,32768207,3.96,23.34,..,..,5.1,0.25,0.14,0.4,0.58,0.39,0.09,0.16,0.04,0.1
South Africa,1985,47.95,27.9,20.05,65.2,1909.74,-0.7,0.07,33752964,4.29,22.16,..,..,-1.21,0.27,0.14,0.4,0.59,0.39,0.12,0.23,0.05,0.14
South Africa,1986,46.65,27.25,19.4,64.86,2103.19,-0.07,0.1,34877834,4.12,22.35,..,..,0.02,0.28,0.14,0.39,0.56,0.38,0.14,0.3,0.06,0.18
South Africa,1987,44.97,26.89,18.08,65.23,2672.69,-0.2,0.12,36119333,4.63,22.78,..,..,2.1,0.29,0.13,0.39,0.55,0.37,0.14,0.31,0.09,0.19
South Africa,1988,45.85,25.8,20.05,66.75,2780.59,0.15,0.06,37393853,4.77,23.05,..,..,4.2,0.28,0.14,0.4,0.57,0.39,0.12,0.28,0.04,0.16
South Africa,1989,42.7,23.71,18.99,69.14,2794.4,-0.19,0.15,38668684,4.4,23.49,..,..,2.39,0.29,0.14,0.4,0.57,0.39,0.13,0.29,0.06,0.17
South Africa,1990,38.21,21.54,16.67,71.94,3160.88,-0.06,0.02,39877570,3.78,23.74,..,..,-0.32,0.29,0.14,0.4,0.58,0.39,0.11,0.29,0.07,0.17
South Africa,1991,34.88,19.34,15.54,..,3304.83,0.19,0.15,40910959,3.74,23.14,..,..,-1.02,0.27,0.13,0.4,0.53,0.37,0.09,0.29,0.05,0.15
South Africa,1992,34.32,18.96,15.37,90.98,3519,0,1.32,41760755,3.15,22.31,..,..,-2.14,0.27,0.15,0.41,0.55,0.39,0.08,0.28,0.05,0.15
South Africa,1993,35.7,19.91,15.78,95.83,3461.33,0.01,0.2,42525440,3.42,21.39,..,..,1.23,0.28,0.15,0.4,0.57,0.4,0.08,0.29,0.05,0.15
South Africa,1994,37.11,19.55,17.57,101.06,3547.95,0.24,0.82,43267982,3.76,21.02,..,..,3.2,0.29,0.15,0.41,0.56,0.4,0.09,0.31,0.06,0.17
South Africa,1995,39.48,20.04,19.44,105.01,3904.32,0.73,1.45,43986084,3.12,21.25,..,..,3.1,0.3,0.16,0.41,0.58,0.41,0.1,0.32,0.07,0.17
South Africa,1996,42.2,21.77,20.42,105.54,3654.93,0.5,0.64,44661603,3.42,20.27,32.45,83.06,4.3,0.33,0.17,0.42,0.6,0.42,0.14,0.36,0.14,0.22
South Africa,1997,42.3,21.66,20.64,102.37,3731.43,2.26,1.38,45285048,3.27,19.91,..,..,2.6,0.36,0.17,0.43,0.6,0.42,0.2,0.42,0.23,0.29
South Africa,1998,44.04,22.52,21.52,103.72,3336.44,0.36,1.07,45852166,3.03,19.33,28.19,72.68,0.5,0.41,0.18,0.44,0.6,0.43,0.23,0.47,0.4,0.38
South Africa,1999,42.26,22.27,19.99,118.17,3267.94,0.99,1.05,46364681,2.85,18.53,..,..,2.4,0.43,0.17,0.44,0.54,0.41,0.37,0.53,0.35,0.43
South Africa,2000,46.22,24.4,21.82,117.1,3241.66,0.64,0.18,46813266,2.61,18.97,37.57,74.32,4.2,0.44,0.18,0.44,0.57,0.43,0.3,0.52,0.43,0.43
South Africa,2001,49.17,26.36,22.81,121.07,2867.47,5.37,-2.6,47229714,2.81,19.04,..,..,2.7,0.41,0.18,0.45,0.61,0.44,0.31,0.45,0.3,0.36
South Africa,2002,53.47,28.43,25.03,97.32,2708.42,1.15,-0.31,47661514,2.96,19.07,38.1,72.97,3.7,0.43,0.17,0.45,0.63,0.44,0.34,0.52,0.32,0.41
South Africa,2003,45.72,23.92,21.81,102.77,4095.68,0.4,0.28,48104048,2.65,18.5,35.68,71.89,2.95,0.39,0.17,0.47,0.63,0.45,0.2,0.45,0.23,0.31
South Africa,2004,45.64,22.76,22.89,112.82,5268.28,0.27,0.51,48556071,2.41,17.99,40.29,70.65,4.55,0.42,0.18,0.49,0.65,0.47,0.28,0.48,0.23,0.35
South Africa,2005,47.43,23.6,23.83,122.28,5893.19,2.26,0.31,49017147,2.09,17.37,40.78,70.1,5.28,0.43,0.19,0.51,0.65,0.48,0.33,0.5,0.25,0.37
South Africa,2006,53.77,26.1,27.67,139.01,6139.58,0.21,1.95,49491756,2.05,15.6,46.86,63.9,5.6,0.46,0.2,0.54,0.7,0.51,0.21,0.62,0.3,0.4
South Africa,2007,57.13,27.96,29.17,142.42,6662.06,1.98,0.9,49996094,2.36,15.44,50.72,62.14,5.36,0.49,0.2,0.57,0.69,0.52,0.22,0.67,0.38,0.44
South Africa,2008,65.97,32.25,33.72,125.96,6251.88,3.13,-0.67,50565812,2.57,15.61,46.15,65.53,3.19,0.51,0.28,0.53,0.66,0.53,0.18,0.65,0.52,0.47
South Africa,2009,49.59,24.98,24.6,121.09,6444.19,2.31,0.4,51170779,2.4,14.51,41.23,63.64,-1.54,0.53,0.33,0.58,0.62,0.56,0.34,0.67,0.34,0.47
South Africa,2010,50.41,25.78,24.62,124.09,8059.56,0.88,-0.04,51784921,2.11,13.86,45.02,62.68,3.04,0.53,0.36,0.59,0.76,0.61,0.21,0.66,0.37,0.43
South Africa,2011,54.64,27.7,26.94,118.97,8737.04,0.9,-0.03,52443325,2.04,12.86,48.82,61.61,3.17,0.5,0.37,0.54,0.64,0.57,0.19,0.61,0.35,0.4
South Africa,2012,55.58,27.14,28.44,125.17,8173.87,1.06,0.67,53145033,1.98,12.48,43.13,60.66,2.4,0.5,0.37,0.58,0.63,0.58,0.2,0.64,0.31,0.4
South Africa,2013,58.88,28.38,30.5,127.03,7441.23,2.05,1.63,53873616,1.93,12.37,45.02,63.03,2.49,0.51,0.37,0.59,0.61,0.58,0.19,0.69,0.3,0.42
South Africa,2014,59.5,29,30.5,128.84,6965.14,1.52,2.02,54729551,2.13,12.48,40,59.62,1.41,0.53,0.42,0.61,0.62,0.61,0.17,0.72,0.32,0.43
South Africa,2015,56.73,27.71,29.01,127.2,6204.93,0.44,1.59,55876504,2.23,12.52,39.05,56.19,1.32,0.55,0.42,0.59,0.64,0.61,0.18,0.74,0.39,0.46
South Africa,2016,55.86,28.16,27.71,124.36,5735.07,0.68,1.39,56422274,2.41,12.48,40,57.14,0.66,0.58,0.42,0.65,0.65,0.64,0.15,0.79,0.47,0.5
South Africa,2017,53.54,27.34,26.2,127.03,6734.48,0.54,1.95,56641209,2.49,12.51,34.29,56.19,1.16,0.59,0.42,0.64,0.66,0.64,0.43,0.73,0.32,0.51
South Africa,2018,54.49,27.5,26.99,118.38,7067.72,1.37,0.99,57339635,2.26,12.46,38.21,56.67,1.56,0.59,0.41,0.6,0.66,0.62,0.42,0.7,0.42,0.53
South Africa,2019,53.9,27.2,26.7,117.19,6702.53,1.31,0.81,58087055,1.95,12.4,36.32,58.57,0.26,0.59,0.4,0.64,0.66,0.63,0.4,0.72,0.41,0.53
South Africa,2020,50.69,27.53,23.16,108.95,5753.07,0.93,-0.57,58801927,2.58,11.76,39.15,53.81,-5.96,0.58,0.37,0.65,0.66,0.62,0.38,0.74,0.34,0.51
South Africa,2021,56.08,31.11,24.97,93.18,7073.61,9.68,0.02,59392255,2.56,11.92,20.28,50,4.7,0.55,0.28,0.64,0.66,0.58,0.4,0.67,0.34,0.49
South Korea,1980,65.53,28.44,37.09,40.37,1715.42,0.07,0.07,38123775,14.27,21.99,..,..,-1.65,0.42,0.61,0.42,0.56,0.59,0.12,0.03,0.6,0.24
South Korea,1981,67.13,29.94,37.19,40.79,1883.46,0.21,0.08,38723248,15.03,21.83,..,..,7.25,0.5,0.61,0.42,0.56,0.6,0.15,0.04,1,0.38
South Korea,1982,60.23,27.37,32.86,44.23,1992.52,0.15,0.23,39326352,14,21.84,..,..,8.34,0.46,0.62,0.43,0.59,0.61,0.13,0.03,0.74,0.28
South Korea,1983,57.91,27.89,30.03,43.71,2198.94,0.21,0.19,39910403,12.63,22.97,..,..,13.38,0.44,0.62,0.43,0.58,0.61,0.11,0.02,0.62,0.24
South Korea,1984,57.37,28.9,28.46,43.25,2413.28,0.23,0.09,40405956,11.87,24.57,..,..,10.55,0.46,0.62,0.43,0.58,0.61,0.13,0.04,0.75,0.29
South Korea,1985,52.66,26.87,25.79,45.83,2482.4,0.35,0.6,40805744,11.75,24.23,..,..,7.84,0.46,0.63,0.44,0.6,0.62,0.16,0.05,0.68,0.28
South Korea,1986,60.11,31.97,28.14,45.16,2834.89,0.58,1.09,41213674,10.43,25.45,..,..,11.33,0.52,0.62,0.44,0.59,0.62,0.18,0.08,0.99,0.4
South Korea,1987,63,34.82,28.18,45.83,3554.61,0.57,0.37,41621690,9.31,26.73,..,..,12.72,0.53,0.62,0.43,0.58,0.61,0.21,0.14,0.97,0.43
South Korea,1988,58.7,32.49,26.21,43.89,4748.64,0.65,0.36,42031247,9.22,27.6,..,..,11.99,0.55,0.61,0.42,0.56,0.6,0.18,0.3,1,0.49
South Korea,1989,52.91,27.36,25.56,48.64,5817.07,0.56,0.3,42449038,8.54,26.6,..,..,7.07,0.57,0.62,0.44,0.59,0.62,0.16,0.35,1,0.5
South Korea,1990,50.75,24.99,25.76,50.77,6610,0.37,0.4,42869283,7.61,25.02,..,..,9.88,0.52,0.63,0.45,0.6,0.63,0.16,0.21,0.84,0.39
South Korea,1991,49.83,23.78,26.05,50.36,7636.95,0.44,0.48,43295704,6.82,25.19,..,..,10.78,0.54,0.63,0.45,0.6,0.63,0.16,0.19,1,0.44
South Korea,1992,48.76,24.07,24.69,48.92,8126.66,0.28,0.39,43747962,6.61,24.41,..,..,6.2,0.56,0.64,0.44,0.64,0.64,0.2,0.22,1,0.46
South Korea,1993,46.92,23.67,23.25,48.76,8884.92,0.21,0.37,44194628,5.91,24.64,..,..,6.88,0.59,0.65,0.44,0.63,0.64,0.25,0.34,1,0.52
South Korea,1994,48.67,24.07,24.6,49.34,10385.39,0.25,0.56,44641540,5.66,25.3,..,..,9.27,0.6,0.64,0.44,0.62,0.64,0.24,0.39,1,0.54
South Korea,1995,52.46,25.72,26.74,48.61,12564.72,0.44,0.68,45092991,5.33,25.8,..,..,9.61,0.58,0.65,0.45,0.63,0.64,0.25,0.26,1,0.5
South Korea,1996,52.65,24.8,27.85,51.87,13402.99,0.46,0.81,45524681,4.96,24.71,65.96,67.21,7.89,0.59,0.66,0.45,0.64,0.66,0.3,0.25,1,0.51
South Korea,1997,57.52,28.35,29.18,56.67,12398.49,0.58,0.77,45953580,4.48,24.66,..,..,6.17,0.6,0.69,0.48,0.6,0.67,0.31,0.25,1,0.51
South Korea,1998,68.5,39.54,28.96,61.78,8281.72,1.56,1.1,46286503,4.23,25.47,64.89,61.2,-5.13,0.62,0.67,0.49,0.57,0.66,0.32,0.39,1,0.57
South Korea,1999,59.76,32.59,27.17,66.85,10672.45,2.16,0.8,46616677,4.25,25.67,..,..,11.47,0.67,0.69,0.51,0.59,0.67,0.42,0.5,1,0.64
South Korea,2000,66.1,33.94,32.16,71.75,12257.02,2,0.84,47008111,3.86,26.45,62.43,71.04,9.06,0.75,0.69,0.52,0.62,0.69,0.9,0.45,1,0.77
South Korea,2001,62.22,31.79,30.44,103.23,11561.21,1.19,0.5,47370164,3.57,24.88,..,..,4.85,0.79,0.7,0.6,0.7,0.75,0.87,0.53,1,0.79
South Korea,2002,58.35,29.77,28.58,112.65,13165.08,0.87,0.55,47644736,3.21,24.49,52.38,76.22,7.73,0.8,0.71,0.63,0.7,0.77,0.87,0.55,1,0.8
South Korea,2003,61.17,31.4,29.78,111.12,14672.81,1,0.71,47892330,2.96,24.12,52.76,76.22,3.15,0.78,0.69,0.59,0.65,0.73,0.85,0.56,1,0.8
South Korea,2004,70.02,36.75,33.26,105.86,16496.13,1.68,0.91,48082519,2.96,26.12,61.17,77.61,5.2,0.79,0.7,0.61,0.72,0.76,0.83,0.58,1,0.8
South Korea,2005,68.32,35.28,33.04,110.3,19402.5,1.46,0.89,48184561,2.62,25.74,62.62,77.94,4.31,0.8,0.7,0.61,0.74,0.77,0.75,0.62,1,0.79
South Korea,2006,70.65,35.63,35.03,122.22,21743.48,0.87,1.19,48438292,2.5,25.31,59.42,80.49,5.26,0.81,0.71,0.67,0.73,0.79,0.75,0.62,1,0.79
South Korea,2007,73.87,37.39,36.48,129.14,24086.41,0.75,1.86,48683638,2.28,25.48,65.22,84.95,5.8,0.82,0.72,0.7,0.73,0.81,0.71,0.67,1,0.8
South Korea,2008,95.52,47.64,47.87,141.95,21350.43,1.07,1.87,49054708,2.14,25.62,58.17,79.61,3.01,0.79,0.72,0.66,0.73,0.79,0.69,0.56,1,0.75
South Korea,2009,86.13,45.19,40.95,138.09,19143.85,0.96,1.84,49307835,2.24,25.77,60.66,81.34,0.79,0.83,0.71,0.71,0.65,0.79,0.72,0.75,1,0.83
South Korea,2010,91.4,47.1,44.3,130.04,23079.26,0.83,2.47,49554112,2.14,27.44,54.98,82.78,6.8,0.82,0.71,0.7,0.58,0.77,0.71,0.76,1,0.83
South Korea,2011,105.57,53.34,52.23,132.54,25097.6,0.78,2.37,49936638,2.21,28.24,60.66,83.41,3.69,0.83,0.71,0.68,0.74,0.8,0.73,0.73,1,0.83
South Korea,2012,105.46,54.09,51.36,130.75,25459.17,0.74,2.39,50199853,2.19,27.83,55.45,81.99,2.4,0.85,0.72,0.71,0.71,0.81,0.75,0.82,1,0.86
South Korea,2013,97.95,51.29,46.66,128.49,27179.52,0.93,2.07,50428893,2.1,27.79,57.35,79.62,3.16,0.85,0.71,0.72,0.68,0.8,0.75,0.82,1,0.86
South Korea,2014,90.61,47.83,42.78,131.56,29252.93,0.62,1.89,50746659,2.06,27.04,50.48,82.21,3.2,0.84,0.7,0.74,0.7,0.81,0.72,0.77,1,0.84
South Korea,2015,79.13,42.99,36.14,132.14,28737.44,0.28,1.62,51014947,2,26.61,53.81,79.52,2.81,0.84,0.7,0.75,0.7,0.82,0.69,0.78,1,0.83
South Korea,2016,73.6,40.13,33.47,134.83,29280.44,0.81,1.99,51217803,1.86,26.36,52.38,80,2.95,0.85,0.69,0.76,0.71,0.82,0.72,0.77,1,0.84
South Korea,2017,77.12,40.93,36.19,136.49,31600.74,1.1,2.1,51361911,1.85,26.95,60.95,80.95,3.16,0.84,0.68,0.78,0.7,0.82,0.57,0.84,1,0.82
South Korea,2018,78.99,41.71,37.28,141.16,33447.16,0.71,2.22,51585058,1.75,26.64,65.57,82.86,2.91,0.81,0.68,0.78,0.71,0.83,0.53,0.75,1,0.77
South Korea,2019,75.76,39.28,36.48,151.26,31902.42,0.58,2.13,51764822,1.67,25.22,64.62,87.62,2.24,0.83,0.68,0.83,0.71,0.84,0.55,0.77,1,0.78
South Korea,2020,69.03,36.36,32.67,164.14,31721.3,0.53,2.12,51836239,1.77,24.78,66.98,89.05,-0.71,0.84,0.67,0.87,0.7,0.85,0.49,0.83,1,0.79
South Korea,2021,80.2,41.88,38.32,170.82,35142.26,1.21,3.63,51744876,1.86,25.49,66.51,90,4.3,0.82,0.66,0.86,0.72,0.85,0.45,0.77,1,0.75
Turkey,1980,17.09,5.16,11.93,..,1561.01,0.03,0,44089069,26.15,17.09,..,..,-2.45,0,0,0,0,0,0,0,0,0
