Country,Year,TRD,EXP,IMP,DCPS,GDPC,FDIN,FDOF,POP,AGFF,MANF,PSAV,GOVE,GDPG,FDI,FIAI,FIDI,FIEI,FII,FMAI,FMDI,FMEI,FMI
Argentina,1980,11.55,5.06,6.48,25.4,..,..,..,28024803,6.35,29.48,..,..,1.52,0.23,0.08,0.11,0.63,0.25,0.24,0.02,0.35,0.19
Argentina,1981,14.29,6.92,7.37,33.55,..,..,..,28471285,6.48,28.77,..,..,-5.19,0.23,0.1,0.15,0.75,0.31,0.26,0.01,0.16,0.14
Argentina,1982,15.61,9.09,6.52,33.91,..,..,..,28922762,9.6,31.36,..,..,-0.74,0.27,0.11,0.16,0.77,0.33,0.31,0.01,0.31,0.2
Argentina,1983,14.99,9.15,5.84,28.12,3727.05,0.17,0,29377137,8.66,30.67,..,..,4.35,0.22,0.09,0.14,0.69,0.29,0.28,0.01,0.16,0.14
Argentina,1984,12.35,7.59,4.76,25,3787.47,0.24,0.04,29832197,8.35,29.71,..,..,1.57,0.23,0.08,0.12,0.64,0.26,0.32,0.01,0.27,0.19
Argentina,1985,18.01,11.74,6.27,17.36,2919.28,1.04,0.05,30287112,7.63,29.64,..,..,-5.19,0.2,0.06,0.09,0.39,0.17,0.42,0.01,0.29,0.23
Argentina,1986,14.49,8.16,6.32,16.91,3454.3,0.54,0.01,30748326,7.8,27.42,..,..,6.15,0.18,0.06,0.09,0.38,0.17,0.37,0.01,0.19,0.18
Argentina,1987,15.45,7.87,7.58,21.3,3492.69,-0.02,0.04,31216453,8.09,27.5,..,..,2.7,0.19,0.07,0.11,0.47,0.21,0.36,0.01,0.13,0.16
Argentina,1988,15.74,9.53,6.21,20.34,4005.2,0.9,-0.02,31690792,8.98,28,..,..,-1.09,0.32,0.07,0.1,0.45,0.2,0.33,0.02,1,0.43
Argentina,1989,19.64,13.06,6.58,39.72,2382.34,1.34,0.08,32165766,9.62,30.95,..,..,-7.16,0.2,0.09,0.2,0.38,0.23,0.32,0.01,0.15,0.16
Argentina,1990,14.99,10.36,4.63,15.6,4330.97,1.3,0.02,32637657,8.12,26.79,..,..,-2.47,0.2,0.09,0.16,0.34,0.2,0.36,0.01,0.27,0.2
Argentina,1991,13.75,7.68,6.08,12.59,5730.72,1.29,0.03,33105763,6.72,24.39,..,..,9.13,0.22,0.09,0.1,0.38,0.19,0.41,0.03,0.3,0.24
Argentina,1992,14.73,6.6,8.13,15.45,6815.33,1.94,0.51,33568285,5.99,21.86,..,..,7.94,0.34,0.1,0.11,0.39,0.2,0.45,0.05,1,0.48
Argentina,1993,16.22,6.91,9.31,18.28,6957.42,1.18,0.3,34027240,5.14,18.24,..,..,8.21,0.37,0.11,0.12,0.36,0.19,0.5,0.16,1,0.53
Argentina,1994,18.13,7.53,10.6,20.28,7464.47,1.41,0.39,34488696,5.08,17.82,..,..,5.84,0.39,0.13,0.12,0.36,0.21,0.5,0.24,1,0.57
Argentina,1995,19.77,9.68,10.09,19.96,7383.7,2.17,0.58,34946110,5.35,17.25,..,..,-2.85,0.37,0.14,0.13,0.38,0.22,0.49,0.12,1,0.52
Argentina,1996,21.51,10.43,11.08,20.19,7690.16,2.55,0.59,35389362,5.61,17.54,51.06,60.11,5.53,0.38,0.14,0.11,0.51,0.25,0.54,0.13,0.86,0.49
Argentina,1997,23.34,10.56,12.78,21.93,8176.77,3.13,1.25,35815971,5.22,18.23,..,..,8.11,0.38,0.16,0.13,0.52,0.26,0.56,0.16,0.8,0.49
Argentina,1998,23.35,10.42,12.93,24.15,8250.67,2.44,0.78,36233195,5.25,17.84,39.36,63.93,3.85,0.37,0.16,0.14,0.51,0.27,0.55,0.14,0.71,0.45
Argentina,1999,21.38,9.83,11.56,24.89,7735.32,8.46,0.61,36653031,4.46,16.96,..,..,-3.39,0.3,0.18,0.16,0.51,0.28,0.52,0.14,0.26,0.3
Argentina,2000,22.62,10.99,11.64,23.89,7666.52,3.67,0.32,37070774,4.68,16.49,50.26,54.64,-0.79,0.3,0.19,0.17,0.54,0.3,0.5,0.13,0.25,0.28
Argentina,2001,21.85,11.58,10.27,20.83,7168.98,0.81,0.06,37480493,4.57,16.09,..,..,-4.41,0.27,0.2,0.17,0.3,0.24,0.51,0.11,0.25,0.28
Argentina,2002,41.75,28.38,13.37,15.33,2579.49,2.2,-0.64,37885028,10.21,20.35,22.75,48.11,-10.89,0.29,0.19,0.2,0.53,0.31,0.5,0.17,0.09,0.25
Argentina,2003,40.64,25.93,14.71,10.76,3333.15,1.29,0.61,38278164,10.33,22.49,35.18,55.14,8.84,0.28,0.18,0.16,0.55,0.3,0.51,0.16,0.1,0.26
Argentina,2004,40.69,23.85,16.85,9.68,4258.16,2.51,0.41,38668796,8.36,18.94,26.21,57.21,9.03,0.29,0.17,0.15,0.48,0.27,0.65,0.14,0.14,0.3
Argentina,2005,40.55,23.25,17.31,10.65,5086.63,2.65,0.66,39070501,7.94,18.34,44.17,52.94,8.85,0.32,0.17,0.16,0.54,0.28,0.77,0.14,0.14,0.34
Argentina,2006,40.43,23.03,17.41,11.91,5890.98,2.38,1.05,39476851,6.94,17.88,45.89,53.66,8.05,0.34,0.17,0.17,0.55,0.29,0.91,0.13,0.08,0.36
Argentina,2007,40.95,22.66,18.28,13.1,7210.6,2.25,0.52,39876111,7.45,17.05,46.86,53.88,9.01,0.33,0.18,0.16,0.52,0.29,0.9,0.13,0.1,0.37
Argentina,2008,40.4,22.06,18.34,12.31,8977.51,2.69,0.38,40273769,7.32,16.54,40.87,52.43,4.06,0.34,0.2,0.15,0.54,0.29,0.99,0.09,0.1,0.38
Argentina,2009,34.06,19.56,14.5,12.42,8184.39,1.21,0.21,40684338,5.27,15.58,36.97,47.37,-5.92,0.31,0.21,0.15,0.54,0.3,0.79,0.1,0.04,0.3
Argentina,2010,34.97,18.93,16.04,12.69,10385.96,2.68,0.23,40788453,7.13,15.84,42.65,51.67,10.13,0.27,0.24,0.15,0.56,0.32,0.5,0.08,0.05,0.21
Argentina,2011,35.21,18.45,16.76,14.01,12848.74,2.04,0.28,41261490,7,15.85,52.13,53.55,6,0.27,0.27,0.15,0.55,0.33,0.51,0.06,0.07,0.2
Argentina,2012,30.53,16.24,14.29,15.21,13082.66,2.81,0.19,41733271,5.78,15.22,49.29,46.45,-1.03,0.28,0.31,0.16,0.55,0.35,0.49,0.05,0.05,0.19
Argentina,2013,29.33,14.62,14.72,15.73,13080.25,1.78,0.16,42202935,6.05,15.01,48.34,45.5,2.41,0.3,0.35,0.17,0.57,0.38,0.55,0.06,0.05,0.21
Argentina,2014,28.41,14.41,14,13.82,12334.8,0.96,0.36,42669500,6.71,14.77,45.71,49.52,-2.51,0.3,0.36,0.17,0.57,0.38,0.52,0.06,0.07,0.21
Argentina,2015,22.49,10.71,11.78,14.41,13789.06,1.98,0.15,43131966,5.16,14.18,46.19,50.95,2.73,0.29,0.36,0.18,0.56,0.38,0.45,0.05,0.06,0.18
Argentina,2016,26.09,12.53,13.57,13.67,12790.26,0.58,0.32,43590368,6.26,13.49,52.86,63.81,-2.08,0.31,0.38,0.18,0.52,0.38,0.54,0.07,0.07,0.22
Argentina,2017,25.29,11.32,13.97,15.96,14613.04,1.79,0.18,44044811,5.23,12.84,53.33,58.57,2.82,0.33,0.39,0.19,0.49,0.38,0.64,0.09,0.07,0.26
Argentina,2018,30.76,14.44,16.33,..,11795.16,2.23,0.33,44494502,4.54,14.06,47.17,52.86,-2.62,0.32,0.42,0.19,0.42,0.37,0.58,0.07,0.12,0.25
Argentina,2019,32.63,17.92,14.71,..,9963.67,1.49,0.34,44938712,5.32,13.54,43.87,48.1,-2,0.28,0.43,0.16,0.21,0.31,0.54,0.08,0.09,0.23
Argentina,2020,30.2,16.61,13.6,..,8500.84,1.27,0.31,45376763,6.36,14.59,45.28,43.33,-9.9,0.31,0.43,0.2,0.4,0.38,0.52,0.08,0.09,0.23
Argentina,2021,32.93,18,14.93,..,10650.86,1.41,0.31,45808747,7.31,15.77,47.64,37.14,10.72,0.31,0.43,0.19,0.42,0.38,0.52,0.07,0.09,0.22
Australia,1980,32.3,16.41,15.89,27.84,10208.65,1.24,0.31,14692000,..,..,..,..,3.04,0.28,0.37,0.42,0.36,0.44,0.11,0.11,0.1,0.11
Australia,1981,31.6,14.89,16.72,27.93,11853.51,1.33,0.41,14923260,..,..,..,..,3.34,0.29,0.37,0.42,0.36,0.44,0.13,0.1,0.18,0.13
Australia,1982,30.33,13.52,16.81,27.05,12778.93,1.18,0.36,15184247,..,..,..,..,3.33,0.28,0.37,0.42,0.36,0.44,0.13,0.07,0.15,0.11
Australia,1983,29.18,13.57,15.6,28.79,11515.62,1.69,0.29,15393472,..,..,..,..,-2.22,0.32,0.39,0.44,0.39,0.47,0.16,0.1,0.21,0.16
Australia,1984,28.54,13.56,14.98,30.31,12421.47,0.22,0.73,15579391,..,..,..,..,4.59,0.35,0.41,0.47,0.43,0.5,0.26,0.1,0.25,0.2
Australia,1985,32.49,15.22,17.27,37.02,11441.19,1.16,1.04,15788312,..,..,..,..,5.28,0.45,0.5,0.57,0.52,0.61,0.36,0.14,0.32,0.27
Australia,1986,33.01,14.97,18.04,40.29,11391.66,2.94,1.87,16018350,..,..,..,..,3.97,0.49,0.56,0.63,0.58,0.67,0.35,0.26,0.23,0.28
Australia,1987,32.51,15.46,17.05,42.78,11650.8,2.74,2.69,16263874,..,..,..,..,2.56,0.56,0.58,0.65,0.6,0.69,0.37,0.38,0.46,0.41
Australia,1988,32.57,15.95,16.61,46.71,14284.52,3.59,2.9,16532164,..,..,..,..,5.75,0.52,0.57,0.72,0.51,0.69,0.37,0.27,0.37,0.34
Australia,1989,32.07,15.12,16.95,59.25,17834.21,2.68,1.01,16814416,..,..,..,..,3.88,0.56,0.63,0.84,0.6,0.8,0.29,0.23,0.38,0.3
Australia,1990,32.15,15.12,17.04,60.56,18248.94,2.72,0.2,17065128,4.19,13.79,..,..,3.58,0.59,0.69,0.87,0.61,0.84,0.27,0.2,0.46,0.31
Australia,1991,32.19,16.03,16.16,60.12,18859.41,0.8,-0.36,17284036,3.17,12.57,..,..,-0.38,0.57,0.71,0.87,0.58,0.84,0.23,0.23,0.39,0.28
Australia,1992,33.05,16.66,16.39,61.86,18623.79,1.52,1.18,17478635,3.04,12.58,..,..,0.43,0.56,0.7,0.87,0.51,0.82,0.23,0.21,0.38,0.28
Australia,1993,35.4,17.54,17.86,63.28,17699.56,1.7,0.82,17634808,3.25,12.87,..,..,4.05,0.62,0.74,0.87,0.61,0.86,0.32,0.33,0.4,0.36
Australia,1994,36.46,17.97,18.49,66.77,18129.4,1.38,0.57,17805468,3.34,13.21,..,..,3.98,0.69,0.77,0.88,0.63,0.89,0.4,0.41,0.56,0.46
Australia,1995,37.7,17.87,19.83,69.77,20448.12,3.6,1.1,18004882,3.01,13.11,..,..,3.88,0.68,0.77,0.89,0.65,0.89,0.4,0.4,0.49,0.44
Australia,1996,38.23,18.89,19.34,71.5,22021.78,1.14,1.25,18224767,3.38,12.73,96.28,95.63,3.86,0.72,0.8,0.89,0.65,0.91,0.43,0.5,0.57,0.51
Australia,1997,37.98,19.13,18.85,75.32,23646.62,1.86,1.4,18423037,3.23,12.29,..,..,3.91,0.75,0.84,0.9,0.66,0.93,0.48,0.48,0.63,0.53
Australia,1998,39.99,19.56,20.44,79.11,21479.11,1.9,1.17,18607584,3.03,12.46,82.98,89.62,4.66,0.78,0.85,0.9,0.66,0.94,0.55,0.59,0.58,0.58
Australia,1999,39.03,18.29,20.74,84.05,20712.67,0.57,0.08,18812264,3.05,11.94,..,..,5.03,0.83,0.86,0.91,0.65,0.94,0.67,0.75,0.57,0.68
Australia,2000,40.94,19.39,21.54,87.54,21870.42,3.58,0.98,19028802,3.11,11.55,93.12,92.35,3.92,0.87,0.87,0.92,0.68,0.96,0.77,0.75,0.71,0.75
Australia,2001,44.22,22.15,22.07,88.36,19695.73,2.82,3.52,19274701,3.5,10.98,..,..,2.03,0.91,0.85,0.92,0.67,0.95,0.79,0.86,0.79,0.83
Australia,2002,41.45,20.73,20.72,91.22,20301.84,3.7,1.76,19495210,3.95,10.54,89.42,90.81,3.98,0.93,0.85,0.93,0.67,0.95,0.79,0.86,0.94,0.88
Australia,2003,40.2,19.06,21.14,99.13,23718.13,1.92,3.98,19720737,2.89,10.85,75.88,93.51,3.09,0.93,0.85,0.91,0.69,0.95,0.77,0.9,0.89,0.87
Australia,2004,37.01,17.16,19.85,102.61,30836.73,6.98,1.59,19932722,3.06,10.87,78.64,96.02,4.22,0.92,0.86,0.91,0.67,0.95,0.76,0.9,0.87,0.86
Australia,2005,39.16,18.22,20.94,108.43,34479.77,-3.61,-4.7,20176844,2.89,10.33,76.21,94.61,3.15,0.94,0.86,0.91,0.7,0.95,0.74,0.91,0.94,0.88
Australia,2006,41.56,19.85,21.71,113.6,36595.71,4.08,3.22,20450966,2.73,9.88,78.74,93.66,2.76,0.95,0.87,0.92,0.73,0.97,0.73,0.94,0.97,0.89
Australia,2007,42.01,20.18,21.82,120.51,41051.61,5.2,1.69,20827622,2.21,9.28,78.74,96.12,3.77,0.97,0.87,0.96,0.72,0.99,0.77,0.95,1,0.92
Australia,2008,42.85,20.15,22.7,121.71,49701.28,4.28,3.02,21249199,2.34,9.19,80.29,95.63,3.59,0.9,0.87,0.89,0.71,0.95,0.59,0.81,1,0.81
Australia,2009,45.74,23.01,22.73,122.51,42816.57,3.12,1.23,21691653,2.3,8.45,76.78,94.26,1.89,0.93,0.87,0.93,0.72,0.97,0.74,0.96,0.82,0.86
Australia,2010,40.51,19.8,20.72,125.19,52147.02,3.09,1.57,22031750,2.2,7.99,78.2,94.74,2.23,0.96,0.86,0.92,0.74,0.97,0.78,0.97,0.96,0.92
Australia,2011,41.84,21.44,20.4,122.16,62609.66,4.69,0.59,22340024,2.29,7.37,74.88,94.31,2.41,0.95,0.86,0.92,0.74,0.97,0.79,0.88,1,0.9
Australia,2012,43.15,21.49,21.66,121.17,68078.04,3.72,0.37,22733465,2.27,7.05,82.46,93.84,3.92,0.93,0.86,0.92,0.74,0.97,0.81,0.89,0.81,0.85
Australia,2013,41.25,19.97,21.28,124.69,68198.42,3.45,-0.05,23128129,2.29,6.6,83.41,94.31,2.61,0.91,0.85,0.92,0.74,0.97,0.83,0.85,0.71,0.81
Australia,2014,42.44,21.08,21.36,128.41,62558.24,4.3,1.54,23475686,2.22,6.36,85.24,92.31,2.61,0.91,0.84,0.96,0.75,0.98,0.81,0.87,0.67,0.8
Australia,2015,41.59,20.06,21.54,136.31,56758.87,3.47,0.61,23815995,2.38,6.3,76.19,91.9,2.2,0.93,0.84,0.94,0.74,0.97,0.79,0.92,0.78,0.85
Australia,2016,40.79,19.26,21.53,142.58,49918.79,3.56,-0.26,24190907,2.4,6.08,87.62,91.43,2.78,0.92,0.83,0.92,0.73,0.95,0.77,0.98,0.74,0.85
Australia,2017,41.94,21.23,20.71,140.53,53954.55,3.63,0.75,24592588,2.7,5.8,77.62,91.43,2.32,0.91,0.85,0.9,0.74,0.96,0.76,0.97,0.66,0.82
Australia,2018,43.35,21.85,21.49,139.83,57273.52,4.24,0.07,24963258,2.46,5.77,83.49,92.38,2.91,0.9,0.83,0.9,0.75,0.95,0.76,0.86,0.76,0.81
Australia,2019,45.75,24.11,21.64,136.02,55049.57,2.78,0.64,25334826,2.11,5.6,78.3,92.38,2.18,0.89,0.81,0.88,0.74,0.93,0.76,0.93,0.69,0.81
Australia,2020,44.14,23.97,20.18,142.02,51868.25,1.19,0.59,25649248,2.01,5.62,74.53,92.86,-0.33,0.92,0.8,0.86,0.72,0.91,0.76,0.97,0.88,0.89
Australia,2021,39.7,21.98,17.73,138.48,60697.25,1.78,0.44,25685412,2.3,5.52,75.47,92.86,2.11,0.91,0.78,0.86,0.75,0.91,0.76,0.92,0.88,0.87
Brazil,1980,20.16,8.96,11.19,42.05,..,..,..,122288383,9.85,29.95,..,..,9.2,0.23,0.14,0.23,0.22,0.2,0.07,0.26,0.17,
Brazil,1981,19.63,9.62,10.01,44.69,..,..,..,125168060,9.84,30.18,..,..,-4.25,0.25,0.16,0.24,0.24,0.15,0.06,0.2,0.13,
Brazil,1982,16.49,7.9,8.59,45.65,..,..,..,128065095,8.37,32.26,..,..,0.83,0.27,0.17,0.24,0.25,0.13,0.05,0.17,0.12,
Brazil,1983,21.9,12.24,9.66,50.48,..,..,..,130977370,10.53,31.96,..,..,-2.93,0.31,0.19,0.25,0.28,0.14,0.05,0.19,0.13,
Brazil,1984,23.83,15.04,8.79,50.39,..,..,..,133888775,11.6,34.27,..,..,5.4,0.32,0.2,0.25,0.29,0.12,0.04,0.16,0.11,
Brazil,1985,20.45,12.95,7.5,44.25,..,..,..,136783180,11.1,32.47,..,..,7.85,0.27,0.17,0.24,0.26,0.11,0.04,0.15,0.1,
Brazil,1986,15.86,9.22,6.64,..,..,..,..,139643355,10.38,30.68,..,..,7.49,0.27,0.13,0.24,0.24,0.13,0.05,0.18,0.12,
Brazil,1987,16.26,9.83,6.43,..,..,..,..,142466264,9.36,29.88,..,..,3.53,0.25,0.12,0.23,0.22,0.13,0.05,0.18,0.12,
Brazil,1988,17.77,11.67,6.1,105.39,..,..,..,145253973,9.8,29.98,..,..,-0.06,0.25,0.3,0.23,0.3,0.12,0.04,0.16,0.1,
Brazil,1989,14.39,8.93,5.46,127.75,2875.58,0.27,0.12,148003411,8.44,29.26,..,..,3.16,0.3,0.35,0.25,0.35,0.14,0.05,0.19,0.12,
Brazil,1990,15.16,8.2,6.96,42.08,3065.24,0.21,0.14,150706446,6.96,22.83,..,..,-4.35,0.3,0.19,0.25,0.28,0.14,0.05,0.19,0.12,
Brazil,1991,16.59,8.68,7.91,45.16,2656.5,0.27,0.25,153336445,6.84,21.84,..,..,1.03,0.33,0.2,0.25,0.3,0.15,0.06,0.2,0.13,
Brazil,1992,19.25,10.87,8.39,84.47,2505.38,0.53,0.04,155900790,6.81,23.31,..,..,-0.54,0.39,0.38,0.22,0.39,0.19,0.07,0.23,0.16,
Brazil,1993,19.6,10.5,9.1,134.11,2766.35,0.29,0.11,158440875,6.78,26.05,..,..,4.92,0.61,0.58,0.23,0.58,0.22,0.08,0.26,0.18,
Brazil,1994,18.67,9.51,9.16,69.52,3393.14,0.56,0.19,160980472,8.72,23.72,..,..,5.85,0.62,0.46,0.26,0.54,0.22,0.1,0.27,0.2,
Brazil,1995,16.98,7.53,9.46,43.49,4704.96,0.63,0.18,163515328,5.01,14.54,..,..,4.22,0.6,0.38,0.23,0.49,0.17,0.08,0.21,0.15,
Brazil,1996,15.64,6.73,8.91,40.78,5121.91,1.48,0.1,166037122,4.77,13.07,38.83,50.82,2.21,0.59,0.34,0.22,0.46,0.22,0.09,0.25,0.18,
Brazil,1997,16.58,6.98,9.59,40.85,5240.13,2.15,0.13,168546707,4.69,13.02,..,..,3.39,0.62,0.34,0.35,0.51,0.27,0.12,0.31,0.23,
Brazil,1998,16.44,7.03,9.41,29.53,5049.76,3.34,0.33,171039804,4.75,12.16,34.04,49.73,0.34,0.57,0.29,0.34,0.46,0.26,0.13,0.33,0.24,
Brazil,1999,20.98,9.56,11.42,29.83,3456.42,4.73,0.25,173486281,4.65,12.31,..,..,0.47,0.58,0.28,0.41,0.48,0.3,0.19,0.48,0.32,
Brazil,2000,22.64,10.19,12.45,31.14,3726.81,5.03,0.38,175873720,4.75,13.13,53.44,59.02,4.39,0.6,0.29,0.37,0.48,0.32,0.2,0.51,0.34,
Brazil,2001,26.94,12.37,14.56,29,3142.24,4.15,-0.27,178211881,4.8,13.09,..,..,1.39,0.64,0.31,0.41,0.52,0.33,0.21,0.43,0.32,
Brazil,2002,27.62,14.23,13.39,29.65,2824.72,3.25,0.49,180476685,5.48,12.36,57.14,56.22,3.05,0.63,0.27,0.47,0.52,0.35,0.18,0.38,0.3,
Brazil,2003,28.14,15.18,12.96,27.69,3056.65,1.81,0.04,182629278,6.17,14.45,41.71,59.46,1.14,0.64,0.35,0.42,0.54,0.37,0.25,0.37,0.33,
Brazil,2004,29.68,16.55,13.13,29.37,3623.22,2.71,1.47,184722043,5.67,15.1,36.41,53.73,5.76,0.68,0.38,0.43,0.57,0.35,0.27,0.42,0.35,
Brazil,2005,27.09,15.24,11.84,31.84,4773.27,1.73,0.33,186797334,4.65,14.74,37.86,50.49,3.2,0.7,0.39,0.46,0.59,0.38,0.29,0.44,0.37,
Brazil,2006,26.04,14.37,11.67,35.43,5866.02,1.75,2.6,188820682,4.37,14.11,35.27,40.98,3.96,0.69,0.43,0.46,0.61,0.4,0.36,0.49,0.42,
Brazil,2007,25.29,13.33,11.96,40.69,7323.19,3.19,1.22,190779453,4.42,14.15,32.85,45.63,6.07,0.7,0.49,0.49,0.65,0.42,0.53,0.58,0.52,
Brazil,2008,27.26,13.53,13.72,45.78,8801.76,2.99,1.54,192672317,4.57,13.96,33.65,51.46,5.09,0.72,0.39,0.52,0.62,0.38,0.31,1,0.56,
Brazil,2009,22.11,10.85,11.25,47.49,8569.9,1.89,-0.27,194517549,4.48,13.06,51.18,51.2,-0.13,0.73,0.5,0.48,0.66,0.38,0.49,0.65,0.52,
Brazil,2010,22.77,10.87,11.91,52.76,11249.29,3.73,1.21,196353492,4.12,12.72,45.97,53.59,7.53,0.72,0.51,0.53,0.68,0.41,0.45,0.73,0.53,
Brazil,2011,23.93,11.58,12.35,58.08,13200.56,3.92,0.61,198185302,4.34,11.78,41.23,49.29,3.97,0.73,0.48,0.51,0.66,0.41,0.34,0.83,0.52,
Brazil,2012,25.11,11.88,13.24,62.52,12327.51,3.75,0.08,199977707,4.17,10.68,46.45,50.24,1.92,0.74,0.53,0.51,0.69,0.43,0.37,0.84,0.54,
Brazil,2013,25.79,11.74,14.04,64.23,12258.57,3.04,0.63,201721767,4.51,10.48,36.97,51.18,3,0.74,0.51,0.52,0.68,0.41,0.34,0.89,0.54,
Brazil,2014,24.69,11.01,13.67,66.03,12071.4,3.57,0.84,203459650,4.33,10.34,42.86,47.12,0.5,0.75,0.47,0.51,0.67,0.46,0.32,0.94,0.56,
Brazil,2015,26.95,12.9,14.05,66.83,8783.22,3.59,0.17,205188205,4.32,10.52,34.29,45.71,-3.55,0.75,0.48,0.45,0.65,0.42,0.32,1,0.57,
Brazil,2016,24.53,12.47,12.07,62.19,8680.74,4.14,0.82,206859578,4.89,10.79,31.9,43.81,-3.28,0.73,0.49,0.51,0.67,0.36,0.4,0.91,0.55,
Brazil,2017,24.32,12.52,11.8,59.48,9896.72,3.34,1.03,208504960,4.6,10.72,29.52,40,1.32,0.7,0.49,0.5,0.65,0.51,0.39,0.83,0.57,
Brazil,2018,28.88,14.63,14.24,60.22,9121.02,4.08,0.11,210166592,4.42,10.53,29.25,33.33,1.78,0.69,0.49,0.55,0.66,0.39,0.42,1,0.6,
Brazil,2019,28.89,14.12,14.77,62.79,8845.32,3.69,1.22,211782878,4.21,10.33,20.75,41.9,1.22,0.67,0.5,0.56,0.66,0.4,0.53,1,0.64,
Brazil,2020,32.3,16.45,15.85,68.7,6923.7,2.59,-0.23,213196304,5.71,10.69,31.13,34.76,-3.28,0.63,0.51,0.56,0.65,0.41,0.56,1,0.66,
Brazil,2021,38.18,19.56,18.62,69.68,7696.78,2.82,0.98,214326223,7.49,10.22,31.13,33.81,4.99,0.62,0.51,0.58,0.64,0.42,0.54,1,0.65,
Canada,1980,53.32,27.51,25.81,56.42,11208.2,2.12,1.49,24515667,..,..,..,..,2.18,0.45,0.5,0.66,0.76,0.71,0.08,0.3,0.12,0.18
Canada,1981,52.1,26.38,25.72,69.87,12379.04,0.22,1.8,24819915,..,..,..,..,3.42,0.5,0.5,0.82,0.73,0.77,0.16,0.31,0.12,0.21
Canada,1982,46.62,25.19,21.42,68.06,12527.31,0.03,0.75,25116942,..,..,..,..,-3.17,0.47,0.5,0.8,0.75,0.77,0.17,0.2,0.1,0.16
Canada,1983,46.71,24.92,21.78,63.01,13477.1,1.35,1.53,25366451,..,..,..,..,2.56,0.46,0.5,0.74,0.71,0.73,0.1,0.24,0.13,0.16
Canada,1984,52.48,27.94,24.54,62.62,13930.47,1.59,1.29,25607053,..,..,..,..,5.9,0.46,0.5,0.74,0.74,0.74,0.14,0.23,0.13,0.17
Canada,1985,52.84,27.55,25.3,63.23,14170.12,0.34,1.03,25842116,..,..,..,..,4.74,0.49,0.5,0.74,0.76,0.75,0.2,0.28,0.16,0.22
Canada,1986,53.07,26.99,26.08,63.3,14521.18,0.71,0.89,26100278,..,..,..,..,2.12,0.51,0.5,0.74,0.73,0.74,0.24,0.33,0.21,0.27
Canada,1987,50.87,26,24.86,64.09,16377.69,1.98,1.76,26446601,..,..,..,..,4.07,0.53,0.5,0.75,0.71,0.74,0.22,0.38,0.28,0.3
Canada,1988,51.37,26.05,25.31,66.22,19012.57,1.41,1.44,26791747,..,..,..,..,4.41,0.51,0.5,0.78,0.7,0.74,0.24,0.33,0.19,0.26
Canada,1989,50.07,25.05,25.02,69.8,20794.68,1.26,1.13,27276781,..,..,..,..,2.34,0.52,0.5,0.82,0.69,0.76,0.22,0.36,0.2,0.27
Canada,1990,49.99,25.07,24.92,73.07,21525.86,1.41,1.02,27691138,..,..,..,..,0.2,0.51,0.5,0.86,0.68,0.77,0.15,0.3,0.18,0.22
Canada,1991,49.22,24.35,24.87,74.99,21846.79,0.57,1.06,28037420,..,..,..,..,-2.09,0.52,0.5,0.87,0.68,0.78,0.16,0.32,0.18,0.23
Canada,1992,52.74,26.2,26.54,76.53,20950.33,1.18,0.97,28371264,..,..,..,..,0.89,0.51,0.5,0.89,0.63,0.77,0.16,0.31,0.2,0.23
Canada,1993,58.25,29.14,29.11,75.53,20186.8,0.72,0.89,28684764,..,..,..,..,2.66,0.57,0.5,0.88,0.65,0.78,0.29,0.45,0.28,0.35
Canada,1994,64.39,32.78,31.61,74.75,19997.62,1.65,1.83,29000663,..,..,..,..,4.49,0.6,0.5,0.88,0.68,0.78,0.28,0.5,0.33,0.38
Canada,1995,69.06,36.1,32.96,73.95,20679.63,2.25,2.61,29302311,..,..,..,..,2.68,0.61,0.5,0.86,0.67,0.77,0.33,0.57,0.34,0.43
Canada,1996,70.26,37.1,33.16,78.63,21296.97,1.4,1.95,29610218,..,..,89.89,93.44,1.69,0.65,0.5,0.88,0.7,0.79,0.36,0.65,0.37,0.48
Canada,1997,74.34,38.13,36.2,81.53,21901.56,2.32,4.08,29905948,2.14,16.04,..,..,4.28,0.7,0.5,0.89,0.7,0.79,0.52,0.74,0.41,0.58
Canada,1998,78.08,40.03,38.05,79.86,21024.59,3.94,5.73,30155173,2.17,16.25,79.26,95.08,3.89,0.71,0.5,0.89,0.67,0.78,0.53,0.81,0.41,0.61
Canada,1999,80.12,41.86,38.25,77.25,22315.25,4.05,2.94,30401286,2.2,17.08,..,..,5.14,0.71,0.5,0.89,0.67,0.78,0.59,0.82,0.33,0.6
Canada,2000,82.77,44.21,38.56,73.99,24271,9.17,6.26,30685730,2.09,17.02,87.3,95.08,5.14,0.77,0.5,0.87,0.54,0.74,0.45,0.79,1,0.76
Canada,2001,78.34,42.04,36.3,121.35,23822.06,3.84,4.98,31020902,2.12,16.04,..,..,1.88,0.75,0.5,0.85,0.62,0.76,0.47,0.76,0.89,0.72
Canada,2002,75.71,40.06,35.65,117.84,24255.34,3.22,3.84,31360079,1.99,15.71,89.95,94.59,3,0.7,0.5,0.81,0.62,0.74,0.42,0.8,0.62,0.64
Canada,2003,69.84,36.87,32.97,113.24,28300.46,0.78,2.62,31644028,2.05,14.66,84.42,96.22,1.81,0.72,0.5,0.86,0.63,0.76,0.45,0.75,0.69,0.65
